sample	medianCoverage	%Coverage>10x
217061	489.22	92.3
217065	1567.33	96.98
217068	1239.42	98.32
217072	1708.32	97.99
217069	2141.69	98.99
217074	2174.03	98.99
217123	1392.26	94.97
217111	862.88	90.96
217119	1292.43	97.65
217142	1095.24	95.64
217124	517.87	92.97
217141	1838.56	98.99
217162	2093.54	98.99
217151	2815.12	99.66
217148	1563.49	97.65
217167	3548.09	99.66
217170	1944.55	97.65
217169	2726.24	100
217203	1084.05	96.31
217184	1782.57	98.32
217195	1421.97	98.32
217206	981.95	96.31
217158	4892.69	99.66
217208	3449.88	99.66
217211	1440.83	97.65
217207	4338.98	100
217214	928.77	94.97
217210	3237.92	98.99
217218	1787.27	98.32
217221	1010.81	96.98
217220	1279.26	96.31
217215	1121.2	96.98
217222	626.31	92.3
217227	1666.58	97.65
217229	1739.08	98.32
217235	786.04	94.3
217225	837.07	96.31
217234	924.66	95.64
217241	2617.71	98.99
217249	991.27	96.98
217237	3380.46	98.99
217251	1258.76	97.99
217242	2304.81	98.32
217252	1217.13	95.64
217230	1677.22	98.32
217256	2703.32	99.66
217258	1487.36	97.65
217253	1141.92	96.31
217264	1219.07	96.98
217259	2668.91	99.33
217268	2381.6	98.99
217267	1513.17	97.65
217266	1062.67	95.64
217273	2103.45	98.99
217270	3665.4	99.66
217269	1839.78	98.32
217274	2566.59	98.66
217275	2182.86	99.33
217280	1212.67	98.32
217278	2904.94	99.66
217295	2376.91	98.99
217272	363.04	92.3
217290	767.61	92.97
217296	1004.78	96.31
217286	1132.64	96.98
217299	3182.93	98.99
217303	662.26	94.3
217302	5480	100
217300	2207.74	98.32
217304	3713.22	98.99
217297	2403.12	98.32
217306	3556.36	99.66
217305	797.3	96.98
217309	4011.82	99.66
217310	983.59	96.31
217311	2420.4	98.32
217312	827.18	93.64
217315	2536.56	98.99
217308	1556.39	97.65
217314	1389.8	96.31
217318	4057.54	100
217319	762.08	94.97
217320	5618.76	99.66
217327	703.62	95.64
217317	2497.14	98.32
217325	2101.19	97.65
217321	1633.13	97.65
217322	767.42	93.64
217337	698.84	93.64
217334	3621.1	99.66
217341	2810.56	99.66
217338	2694.24	98.99
217342	3501.45	98.99
217343	3067.77	99.66
217339	604.78	93.64
217348	2200.23	98.99
217344	2007.88	97.65
217352	930.81	94.97
217351	1609.14	97.65
217349	1317.62	96.31
217354	633.69	93.64
217357	1513.85	98.32
217361	645.08	91.63
217345	1307.3	97.65
217360	1143.41	95.64
217359	1786.43	98.99
217364	2798.62	99.66
217366	2226.15	98.32
217368	999.5	95.64
217365	1582.22	98.99
217371	1418.01	97.65
217374	2050.31	98.99
217372	2074.18	98.99
217377	1277.23	94.97
217379	2380.25	99.66
217376	1559.52	98.32
217384	3110.52	99.66
217378	1590.3	96.98
217390	1264.13	95.64
217392	1299.81	95.64
217389	1446.85	98.32
217391	2795.37	99.66
217396	769.13	94.3
217393	645.05	94.3
217403	1228.97	97.65
217408	656.64	94.3
217419	3213.82	99.66
217415	2414.78	98.32
217414	2329.6	96.98
217420	1000.83	96.31
217421	3535.32	99.66
217424	2680.26	99.66
217423	1118.61	94.97
217422	1225.09	96.98
217426	639.5	96.31
217411	911.12	97.65
217436	1965.02	99.66
217429	1938.38	99.66
217437	1342.11	96.31
217434	1496.41	98.99
217438	2586.1	100
217439	1728.22	99.66
217441	794.13	94.97
217442	729.67	95.64
217443	2616.25	99.66
217453	825.98	96.31
217451	2211.34	99.66
217455	3678	99.66
217459	1956.87	99.66
217454	2587.28	99.66
217462	1990.67	99.66
217458	1305.18	98.99
217461	1414.52	98.99
217465	1311.27	97.99
217463	2351.86	99.66
217470	1446.6	98.99
217466	2823.5	99.66
217477	1206.12	98.32
217471	3023.36	99.66
217475	745.78	93.64
217476	1046.61	97.65
217482	2096.44	99.66
217480	962.17	94.3
217479	2460.12	99.66
217483	2618.15	99.66
217484	2356.45	99.66
217487	2555.53	99.66
217489	1577.09	98.32
217485	2886.03	99.66
217488	5139.88	100
217481	1542.76	98.99
217493	1568.41	98.99
217492	1674.43	98.99
217491	1348.14	98.99
217490	1750.94	98.99
217499	5435.82	99.66
217504	1300.45	97.65
217500	1065.49	95.64
217506	2120.82	98.99
217510	2759.5	98.99
217509	936.58	94.97
217508	3767.68	99.66
217515	1297.06	98.99
217512	2375.95	99.66
217518	2038.21	98.99
217517	2165.93	99.66
217516	2007.49	99.66
217521	1737.32	98.32
217527	1851.9	98.99
217534	2451.27	99.66
217525	2856.72	100
217537	1950.25	99.66
217542	729.29	95.64
217546	2401.73	99.33
217543	2065.15	99.33
217565	1745.46	98.32
217570	2826.62	100
217574	3494.55	99.66
217577	1241.04	97.65
217579	1391.68	98.32
217563	2358.31	99.33
217582	2341.18	100
217587	808.46	95.99
217603	2396.27	100
217589	2742.4	99.66
217584	4026.54	99.66
217614	1467.7	98.32
217620	1716.82	98.32
217618	1100.21	97.65
217607	2128.85	98.99
217623	1899.59	96.98
217624	1598.7	95.64
217648	1505.35	96.31
217627	1260.01	96.31
217622	3471.74	99.66
217659	2134.34	100
217656	1502.87	98.99
217651	2201.26	98.32
217661	1607.28	99.66
217658	1238.81	97.65
217673	2550.1	99.66
217660	2088.03	99.66
217667	1646.27	98.99
217670	1370.99	98.32
217663	995.42	96.98
217677	1938.44	97.65
217679	643.78	96.98
217678	1209.11	98.32
217682	2560.5	99.66
217689	1303.01	99.66
217691	1735.49	99.66
217731	1356.02	97.65
217756	977.42	98.32
217740	1376.18	98.32
217741	1152.36	97.65
217688	832.6	96.98
217769	994.66	96.31
217772	1684.53	98.99
217768	1201.86	97.65
218986	1434.76	98.32
217763	1698.45	99.66
218985	1332.48	96.98
218991	655.62	95.64
218984	469.59	94.97
218993	1790.54	98.66
218987	1624.15	98.99
219007	326.28	92.3
219002	2724.85	100
219014	1516.26	98.32
219008	972.6	96.31
219024	412.06	93.64
219034	2090.51	98.66
219037	1851.99	98.66
219039	1684.05	98.66
219038	1390.64	98.32
219050	1203.57	97.65
219043	1098.19	96.98
219051	291.6	92.97
219052	1016.56	96.98
219049	443.76	94.97
219053	1513.74	96.98
219054	880.39	96.31
219056	419.22	92.97
219058	1953.14	99.66
219060	1415.14	98.99
219061	1415.05	98.32
219062	2313.24	99.66
219059	2571.54	99.66
219064	2261.78	99.66
219069	579.28	96.31
219063	1730.34	98.99
219070	1048.71	97.65
219066	2032.32	99.66
219065	1307.04	98.32
219077	564.52	94.97
219085	598.11	96.31
219078	1462.28	99.66
219092	422.92	94.3
219094	1982.89	99.66
219097	1114.86	94.3
219090	349.8	91.63
219102	670.82	96.31
219104	642.9	96.98
219079	2072.42	98.32
219106	2260.67	98.66
219103	543.5	96.31
219095	2175.21	98.99
219108	598.46	94.3
219115	973.88	98.32
219121	853.12	96.98
219111	1644.61	98.99
219122	657.61	95.64
219120	792.98	95.64
219107	1331.42	96.98
219123	602.8	95.64
219128	866.08	98.32
219141	2415.81	98.32
219127	365.91	93.64
219124	1373.19	98.32
219157	393.53	93.64
219151	886.58	96.98
219164	672.48	94.97
219162	1977.62	97.65
219169	1267.73	97.65
219159	391.78	94.3
219167	2348.27	98.32
219172	1764.31	98.32
219177	1889.01	98.32
219166	1764.38	96.31
219205	4461.87	99.66
219171	391.63	92.97
219204	3036.48	99.66
219211	390.01	94.3
219206	2513.09	99.66
219213	607.31	94.3
219207	3885.34	99.66
219215	644.95	93.64
219218	291.84	94.97
219219	1422.52	97.65
219220	2155.56	98.32
219216	1432.24	96.31
219221	373.82	95.64
219222	2536.76	98.99
219226	1404.3	96.98
219225	541.54	95.64
219223	539.72	92.3
219224	1604.15	98.99
219233	479.88	94.3
219229	431.48	92.97
219231	1721.78	97.65
219230	314.28	94.3
219234	2427.92	98.32
219241	558.81	94.97
219232	4409.52	99.66
219235	2006.47	98.66
219242	944.33	96.31
219012	249.84	91.63
219009	1355.55	98.32
219022	278.6	94.97
219042	1826.45	98.99
219046	1715.66	98.32
219044	1845.48	98.99
219045	3062.74	99.66
219047	2194.6	99.66
219048	843.96	96.98
220733	1445.95	100
220748	1192.34	100
220462	821.1	97.32
220757	666.43	93.98
220758	1171.16	99.33
220756	619.28	93.98
220880	586.91	96.66
2110000	776.43	95.32
2110001	1107.67	96.66
219894	812	97.99
2110007	1439.46	94.65
220440	777.83	95.99
2110036	1454.63	93.31
2110174	927.21	93.98
220339	556.69	92.64
219967	1225.03	95.32
2110055	2075.19	98.66
2110065	1950.29	100
2110066	2675.61	100
2110067	2039.35	98.66
220742	906.23	97.99
220747	696.91	100
219881	1216.03	93.98
219879	661.27	90.64
219850	708.65	92.64
2110280	959.56	99.33
219851	742.44	92.64
219751	785.8	95.32
219860	495.54	89.97
219883	949.68	95.99
219892	2093.66	97.99
220463	1228.66	99.33
220601	861.46	97.99
220731	998.6	100
220474	650.16	95.32
220737	809.68	96.66
220734	880.56	97.32
220738	727.19	96.31
220741	1162.17	100
220743	953.94	97.32
220744	445.97	92.3
220750	1001.43	100
2110019	1138.91	93.31
220749	993.34	100
220752	953.86	100
220751	704.65	96.66
220753	846.43	99.33
220745	789.47	97.65
220754	890.28	96.66
219903	811.04	92.64
2110181	1491.13	95.99
2110180	2214.31	96.66
2110010	1596.86	94.65
2110044	2024.76	95.32
2110054	1114.74	94.65
2110173	1834.86	95.99
2110175	1395.96	96.66
2110043	2177.35	97.99
219971	1494.13	98.66
219979	1095.72	93.98
2110172	1305.55	95.99
